No,Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
302,HP,Intel Core i5-12450HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,10589000
303,ACER,Intel Core i7-11370H,,DDR4,16,512.0,LED,60,0,1,10589000
304,HP,Intel Core i5-1235U,,DDR4,8,512.0,LED,60,0,1,10599000
305,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,10599000
306,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,LED,60,0,0,10619000
307,HP,AMD Ryzen 7 7730U,,DDR4,16,512.0,LED,60,0,1,10699000
308,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,LED,60,1,0,10699000
309,HP,Intel Core i5-1240P,,DDR4,8,512.0,LED,60,1,1,10699000
310,ACER,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,10701773
311,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,10719000
312,ASUS,AMD Ryzen 5 7430U,,DDR4,8,512.0,LED,60,1,1,10729000
313,ASUS,Intel Core i5-1235U,,DDR5,8,512.0,OLED,60,0,1,10749000
314,LENOVO,AMD Ryzen 7 5700U,,DDR4,8,512.0,LED,60,2,0,10760000
315,LENOVO,AMD Ryzen 7 8845HS,,DDR5,16,512.0,LED,60,1,0,10799000
316,LENOVO,AMD Ryzen 7 7730U,,DDR4,16,512.0,LED,60,0,0,10799000
317,ACER,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,10850000
318,ACER,Intel Core i7-12650H,,DDR5,16,512.0,LED,60,0,1,10949000
319,LENOVO,AMD Ryzen 7 8845HS,,DDR5,16,512.0,LED,60,0,0,10959000
320,HP,Intel Core i5-1335U,,DDR5,16,512.0,LED,60,0,1,10990000
321,HP,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,0,1,10999000
322,HP,Intel Core i3-1005G1,,DDR4,8,256.0,LED,60,0,1,10999000
323,LENOVO,AMD Ryzen 5 8645HS,,DDR5,16,512.0,LED,60,0,0,11019000
324,LENOVO,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,1,0,11099000
325,DELL,Intel Core i5-1240P,,DDR5,8,512.0,LED,60,0,1,11099000
326,LENOVO,AMD Ryzen 7 5825U,,DDR4,16,512.0,LED,60,2,0,11099000
327,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,LED,60,0,0,11139000
328,,Intel Core i7-1260P,,DDR5,8,512.0,LED,60,1,1,11199000
329,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,0,11199000
330,ASUS,Intel Core i7-12700H,,DDR4,8,512.0,OLED,60,0,1,11199000
331,HP,AMD Ryzen 7 5700U,,DDR4,8,512.0,LED,60,0,1,11249000
332,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,11249000
333,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,11279000
334,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,11299000
335,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,11299000
336,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,11299000
337,LENOVO,AMD Ryzen 5 5500U,,DDR4,8,512.0,LED,60,2,1,11299000
338,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,11299000
339,ASUS,Intel Core i7-12700H,,DDR4,8,512.0,OLED,90,1,1,11299000
340,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,1,1,11349000
341,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,11349000
342,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,11349000
343,ASUS,AMD Ryzen 7 7730U,,DDR4,16,512.0,OLED,60,0,1,11349000
344,HP,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,1,1,11349000
345,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,11350000
346,LENOVO,AMD Ryzen 7 7730U,,DDR4,16,512.0,LED,60,0,0,11390000
347,DELL,Intel Core i5-1240P,,DDR5,8,512.0,LED,60,1,1,11399000
348,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,11399000
349,HP,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,0,1,11444000
350,ASUS,Intel Core i5-1235U,,DDR5,8,512.0,OLED,60,0,1,11449000
351,HP,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,1,1,11450000
352,LENOVO,Intel Core i5-1235U,,DDR4,8,512.0,LED,60,2,1,11499000
353,LENOVO,Intel Core i7-1250U,,DDR5,16,256.0,LED,60,1,1,11499000
354,LENOVO,Intel Core i5-13420H,,DDR5,16,512.0,LED,60,0,0,11499000
355,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,11519000
356,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,11549000
357,HP,AMD Ryzen 5 8640HS,,DDR5,16,512.0,LED,60,0,1,11549000
358,LENOVO,AMD Ryzen 7 5700U,,DDR4,8,512.0,LED,60,2,0,11585300
359,ASUS,Intel Core i5-1235U,,DDR5,8,512.0,OLED,60,0,1,11599000
360,HP,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,1,1,11599000
361,ASUS,AMD Ryzen 5 7430U,,DDR4,16,512.0,LED,60,1,1,11599000
362,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,11649000
363,MSI,Intel Core i7-12650HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,11682500
364,LENOVO,Intel Core i5-12450HX,RTX 3050 Laptop,DDR4,12,512.0,LED,60,0,1,11699000
365,LENOVO,AMD Ryzen 5 8645HS,,DDR5,16,512.0,LED,60,1,0,11699000
366,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,11699000
367,LENOVO,AMD Ryzen 7 8845HS,,DDR5,16,512.0,LED,60,1,0,11699000
368,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,0,0,11699000
369,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,11739000
370,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,11749000
371,HP,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,0,1,11799000
372,ASUS,Intel Core i7-1260P,,DDR4,16,512.0,LED,60,1,1,11799000
373,HP,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,1,1,11799000
374,HP,Intel Core i5-1334U,,DDR4,16,512.0,LED,60,0,1,11799000
375,HP,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,1,1,11879000
376,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,11899000
377,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,11919000
378,ASUS,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,11998000
379,ASUS,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,11998000
380,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,11999000
381,ASUS,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,12049000
382,HP,Intel Core i5-1335U,,DDR5,16,512.0,LED,60,0,1,12099000
383,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,12099000
384,ACER,Intel Core i9-13900H,,DDR5,8,512.0,LED,60,0,1,12169000
385,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,60,0,0,12199000
386,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,LED,60,0,0,12200000
387,LENOVO,Intel Core i5-13420H,,DDR5,16,512.0,LED,60,1,0,12206000
388,HP,Intel Core i5-13450HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,12219000
389,ASUS,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,1,1,12249000
390,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,1,12249000
391,HP,Intel Core i5-13450HX,RTX 3050 Laptop,DDR4,16,512.0,LED,144,0,1,12249000
392,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,12249000
393,ASUS,Intel Core i7-1255U,,DDR5,16,512.0,OLED,120,0,1,12299000
394,HP,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,1,12394000
395,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,120,0,1,12399000
396,HP,AMD Ryzen 5 7535HS,RTX 2050,DDR5,16,512.0,LED,144,0,1,12399000
397,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,60,0,1,12399000
398,HP,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,0,1,12399000
399,ACER,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,1,1,12399000
400,HP,AMD Ryzen 7 7730U,,DDR4,16,512.0,LED,90,0,1,12449000
401,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,120,0,1,12449000
402,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,12490000
403,HP,Intel Core i5-13450HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,12491000
404,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,12499000
405,MSI,Intel Core i7-12650HX,RTX 2050,DDR4,8,512.0,LED,144,0,1,12499000
406,HP,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,1,1,12499000
407,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,12499000
408,ACER,Intel Core Ultra 5 115U,,DDR4,16,512.0,LED,60,0,1,12499000
409,,Intel Core i5-12450HX,RTX 4050 Laptop,DDR5,16,512.0,LED,144,0,1,12509000
410,ASUS,Intel Core i5-13500H,RTX 2050,DDR4,8,512.0,LED,60,1,1,12592000
411,HP,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,0,1,12599000
412,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,12599000
413,ACER,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,12599000
414,LENOVO,Intel Core i5-12450HX,RTX 3050 Laptop,DDR5,16,512.0,LED,60,0,1,12600000
415,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,120,0,1,12699000
416,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,1,12699000
417,LENOVO,AMD Ryzen AI 5 340,,DDR5,16,512.0,OLED,60,0,0,12699000
418,LENOVO,Intel Core i5-1240P,,DDR5,8,512.0,LED,60,1,1,12699000
419,ASUS,Intel Core i7-1250U,,DDR4,8,512.0,LED,60,1,1,12719000
420,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,1,12749000
421,ACER,Intel Core i7-12650HX,RTX 3050 Laptop,DDR4,16,512.0,LED,144,0,1,12749000
422,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,0,0,12799000
423,HP,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,0,1,12799000
424,LENOVO,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,0,0,12799000
425,LENOVO,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,0,1,12811250
426,HP,Intel Core i7-1260P,,DDR4,16,512.0,LED,60,0,1,12819000
427,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,LED,60,1,0,12890000
428,HP,AMD Ryzen 7 5700U,,DDR4,16,512.0,LED,60,0,1,12899000
429,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,60,1,0,12920000
430,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,OLED,60,0,0,12923000
431,LENOVO,Intel Core i5-13450HX,RTX 3050 Laptop,DDR5,16,512.0,LED,144,0,1,12970000
432,LENOVO,Intel Core i5-13450HX,RTX 3050 Laptop,DDR5,16,512.0,LED,144,0,1,12970000
433,LENOVO,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,0,0,12999000
434,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,0,12999000
435,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,12999000
436,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,12999000
437,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,12999000
438,HP,Intel Core i5-1240P,,DDR4,8,512.0,LED,60,0,1,12999000
439,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,OLED,60,0,1,13049000
440,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,OLED,90,1,1,13049000
441,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,LED,90,1,1,13079000
442,ACER,Intel Core i5-1235U,,DDR5,16,512.0,OLED,90,1,1,13099000
443,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,LED,60,0,0,13099000
444,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,OLED,90,1,1,13119000
445,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,OLED,90,1,1,13119000
446,HP,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,13129000
447,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,OLED,60,2,0,13190000
448,LENOVO,AMD Ryzen AI 5 340,,DDR5,16,512.0,OLED,60,0,0,13199000
449,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,OLED,60,1,0,13199000
450,ASUS,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,13199000
451,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,60,0,1,13249000
452,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,60,1,1,13249000
453,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,60,0,0,13290000
454,MSI,Intel Core i7-12650HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,13299000
455,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,1,13299000
456,HP,AMD Ryzen 5 8640HS,,DDR4,16,512.0,LED,60,0,1,13299000
457,MSI,Intel Core i7-13650HX,RTX 3050 Laptop,DDR5,16,512.0,LED,144,0,1,13299000
458,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,13300000
459,ACER,Intel Core i5-1235U,,DDR5,16,512.0,OLED,90,0,1,13339000
460,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,2,0,13349000
461,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,1,13399000
462,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,60,0,1,13399000
463,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,1,13399000
464,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,1,0,13399000
465,LENOVO,AMD Ryzen 5 7530U,,DDR4,16,512.0,LED,60,2,0,13448000
466,ACER,AMD Ryzen 5 5500U,RTX 3050 Laptop,DDR4,16,512.0,LED,60,0,1,13479000
467,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,13499000
468,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,13499000
469,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,13499000
470,HP,AMD Ryzen 7 8840HS,,DDR5,16,512.0,LED,60,0,1,13499000
471,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,60,0,0,13499000
472,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,13499000
473,LENOVO,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,0,1,13499000
474,DELL,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,0,1,13499000
475,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,1,1,13500000
476,HP,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,LED,60,0,1,13519000
477,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,0,13590000
478,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,0,0,13590000
479,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,13599000
480,ASUS,AMD Ryzen 7 8840HS,,DDR5,16,512.0,OLED,60,0,1,13599000
481,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,13599000
482,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,13599000
483,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,13699000
484,LENOVO,AMD Ryzen AI 7 350,,DDR5,16,512.0,OLED,60,0,0,13699000
485,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,60,1,0,13699000
486,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,OLED,60,0,0,13699000
487,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,13699000
488,ASUS,AMD Ryzen 7 260,,DDR5,16,1024.0,LED,60,0,1,13799000
489,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,0,13799000
490,ADVAN,Intel Core i7-1255U,,DDR4,16,1024.0,LED,60,0,1,13899000
491,ACER,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,1,1,13899000
492,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,1,0,13943000
493,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,13999000
494,LENOVO,Intel Core i5-1235U,,DDR5,8,512.0,LED,60,1,1,13999000
495,ASUS,AMD Ryzen 7 7730U,,DDR4,8,1024.0,OLED,90,1,1,13999000
496,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,LED,60,0,0,13999000
497,LENOVO,AMD Ryzen 5 8640HS,,DDR5,16,512.0,OLED,60,2,0,13999000
498,LENOVO,Intel Core i7-13620H,,DDR5,16,1024.0,OLED,60,0,0,14006000
499,ASUS,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,0,1,14029000
500,ACER,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,14099000
501,DELL,Intel Core i5-1145G7,,DDR4,8,512.0,LED,60,0,1,14100000
502,HP,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,0,1,14150000
503,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,14259000
504,HP,Intel Core i5-13450HX,RTX 4050 Laptop,DDR4,16,512.0,LED,144,0,1,14299000
505,HP,Intel Core i5-12450HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,14300000
506,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,0,0,14303000
507,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,14306000
508,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,0,14319000
509,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,14349000
510,ASUS,Intel Core i5-13500H,,DDR4,16,512.0,OLED,90,0,1,14355092
511,HP,Intel Core i7-1255U,,DDR5,16,1024.0,LED,120,0,1,14399000
512,HP,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,0,1,14399000
513,ACER,Intel Core i7-13700H,,DDR5,16,1024.0,OLED,90,0,1,14399000
514,DELL,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,14399000
515,HP,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,1,14419000
516,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,OLED,60,1,0,14449000
517,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,14450000
518,HP,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,LED,60,0,1,14469000
519,ASUS,Intel Core Ultra 9 185H,,DDR5,16,1024.0,OLED,120,0,1,14489000
520,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,14499000
521,ASUS,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,14499000
522,ASUS,Intel Core Ultra 9 185H,,DDR5,16,1024.0,OLED,120,0,0,14499000
523,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,14507000
524,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,0,14557000
525,ASUS,Intel Core i5-13500H,,DDR4,16,512.0,OLED,90,0,1,14597300
526,MSI,Intel Core i5-13450HX,RTX 4060 Laptop,DDR5,16,512.0,LED,144,0,1,14599000
527,LENOVO,AMD Ryzen 5 8640HS,,DDR5,16,512.0,OLED,60,2,0,14599000
528,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,OLED,120,0,1,14599000
529,ASUS,Intel Core i7-1250U,,DDR4,16,1024.0,LED,60,0,1,14659000
530,ACER,Intel Core i7-1255U,,DDR5,16,512.0,OLED,90,1,1,14699000
531,ASUS,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,14699000
532,,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,1,1,14699000
533,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,2,0,14699000
534,ASUS,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,14699000
535,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,14699000
536,LENOVO,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,60,2,0,14699000
537,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,0,14735000
538,LENOVO,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,LED,60,2,0,14749000
539,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,1,0,14790000
540,LENOVO,AMD Ryzen 7 5700U,,DDR4,8,512.0,LED,60,2,1,14790000
541,HP,Intel Core i5-12450HX,RTX 3050 Laptop,DDR4,8,512.0,LED,60,0,1,14799000
542,ASUS,Intel Core Ultra 9 185H,,DDR5,16,1024.0,OLED,60,0,1,14799000
543,DELL,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,14849000
544,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,1,0,14899000
545,LENOVO,AMD Ryzen 5 8640HS,,DDR5,16,512.0,OLED,60,2,0,14899000
546,LENOVO,AMD Ryzen 5 8640HS,,DDR5,16,512.0,OLED,60,2,0,14899000
547,LENOVO,AMD Ryzen 5 8640HS,,DDR5,16,512.0,OLED,60,2,0,14899000
548,HP,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,14900000
549,ASUS,Intel Core i9-13900H,,DDR4,16,1024.0,OLED,90,0,1,14989000
550,LENOVO,Intel Core i7-13700H,,DDR5,16,512.0,LED,60,2,0,14999000
551,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,OLED,90,0,1,14999000
552,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,OLED,60,1,0,14999000
553,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,1,1,15000000
554,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,1,1,15000000
555,DELL,Intel Core i5-1334U,,DDR5,8,512.0,LED,60,0,1,15000000
556,ASUS,Intel Core i5-13500H,,DDR4,8,512.0,LED,60,0,1,15011000
557,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,OLED,90,0,1,15049000
558,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,15065000
559,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15199000
560,HP,AMD Ryzen 7 8845HS,,DDR5,16,1024.0,OLED,60,0,1,15199000
561,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,0,15199000
562,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,15199000
563,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15199000
564,DELL,Intel Core i7-11390H,,DDR4,16,512.0,LED,60,1,1,15200000
565,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,0,1,15229000
566,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,0,1,15249000
567,DELL,Intel Core i5-10210U,,DDR4,8,256.0,LED,60,0,1,15250000
568,ASUS,Intel Core i5-13500H,,DDR4,16,512.0,OLED,90,0,1,15289000
569,ASUS,Intel Core i5-13500H,,DDR4,16,512.0,OLED,90,0,1,15289000
570,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,OLED,60,2,0,15290000
571,ADVAN,Intel Core i7-1255U,,DDR4,16,1024.0,LED,60,0,1,15300000
572,DELL,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,1,15399000
573,LENOVO,Intel Core i5-1235U,,DDR5,8,512.0,LED,60,1,1,15399000
574,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15419000
575,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15419000
576,ASUS,AMD Ryzen 5 7535HS,RTX 4050 Laptop,DDR5,16,512.0,LED,144,0,1,15422160
577,LENOVO,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,0,0,15439000
578,HP,Intel Core i7-1355U,,DDR5,16,1024.0,OLED,120,0,1,15489000
579,HP,AMD Ryzen 7 8845HS,,DDR5,16,512.0,OLED,120,0,1,15499000
580,ASUS,AMD Ryzen 7 8840HS,,DDR5,16,512.0,OLED,60,0,1,15499000
581,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,0,1,15499000
582,ASUS,AMD Ryzen 7 8840HS,,DDR5,16,512.0,OLED,60,0,1,15499000
583,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15499000
584,LENOVO,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,2,1,15499000
585,LENOVO,Intel Core i7-1250U,,DDR5,16,512.0,OLED,60,0,0,15529000
586,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,120,0,1,15549000
587,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,120,0,1,15549000
588,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,0,1,15550000
