No,Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
589,LENOVO,Intel Core i7-13700H,,DDR5,16,512.0,OLED,60,2,0,15616000
590,ASUS,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,60,0,1,15649000
591,HP,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,15699000
592,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,0,15699000
593,HP,Intel Core i7-1355U,,DDR5,16,512.0,OLED,120,0,1,15699000
594,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,120,0,1,15770000
595,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,0,1,15799000
596,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,15800000
597,ASUS,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,60,0,1,15819000
598,ASUS,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,60,0,1,15819000
599,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,LED,90,0,1,15849000
600,ACER,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,90,1,1,15849000
601,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,LED,90,1,1,15849000
602,DELL,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,1,1,15849000
603,LENOVO,AMD Ryzen 7 7840HS,,DDR5,16,1024.0,LED,60,2,0,15899000
604,ACER,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,90,1,1,15899000
605,,Intel i7-1165G7,,DDR4,16,512.0,LED,60,1,1,15926000
606,DELL,Intel Core i7-1250U,,DDR5,16,1024.0,LED,60,0,1,15950000
607,LENOVO,Intel Core i5-1240P,,DDR5,16,512.0,OLED,90,2,0,15979000
608,ACER,Intel Core i7-1255U,,DDR5,32,512.0,OLED,90,1,1,15989000
609,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,0,0,15989000
610,LENOVO,AMD Ryzen AI 5 340,,DDR5,16,512.0,OLED,120,2,0,15999000
611,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,2,1,15999000
612,ASUS,Intel Core i9-13900H,,DDR5,16,1024.0,OLED,90,0,1,15999000
613,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,32,512.0,LED,144,0,1,15999000
614,HP,Intel Core i5-1235U,,DDR4,8,512.0,LED,60,0,1,16000000
615,LENOVO,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,1,0,16000000
616,HP,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,16049000
617,LENOVO,Intel Core i7-1360P,,DDR5,16,512.0,LED,60,2,1,16099000
618,DELL,Intel Core i7-1355U,,DDR4,8,1024.0,LED,60,1,1,16099000
619,ASUS,AMD Ryzen 7 5800HS,RTX 3050 Laptop,DDR4,16,512.0,LED,90,0,1,16150000
620,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,2,0,16150000
621,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,16183000
622,LENOVO,AMD Ryzen 5 5625U,,DDR4,8,512.0,LED,60,0,0,16199000
623,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,16201000
624,LENOVO,AMD Ryzen AI 5 340,RTX 4070 Laptop,DDR5,16,512.0,OLED,60,2,0,16249000
625,LENOVO,Intel Core i5-13450HX,RTX 4050 Laptop,DDR5,12,512.0,LED,144,0,1,16250000
626,LENOVO,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,0,0,16278901
627,DELL,Intel Core i5-1335U,,DDR4,16,256.0,LED,60,0,1,16289000
628,LENOVO,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,0,0,16299000
629,LENOVO,AMD Ryzen 5 5600H,,DDR4,16,512.0,LED,60,2,1,16325000
630,DELL,Intel Core i7-1355U,,DDR4,32,512.0,LED,60,1,1,16349000
631,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,1,16361000
632,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,16370000
633,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,16392000
634,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,0,1,16400000
635,LENOVO,Intel Core i5-1135G7,,DDR4,32,512.0,LED,60,1,1,16400000
636,AXIOO,Intel Core i7-13650HX,RTX 4060 Laptop,DDR4,8,512.0,LED,144,0,1,16411000
637,ASUS,Intel Core i7-13700H,,DDR4,16,512.0,OLED,60,0,1,16429000
638,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR4,16,1024.0,LED,120,0,1,16449000
639,LENOVO,AMD Ryzen 7 5800HS,RTX 3050 Laptop,DDR4,16,512.0,LED,60,0,0,16451000
640,ASUS,Intel Core i7-13700H,,DDR4,8,512.0,LED,90,1,1,16490000
641,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,16492000
642,ASUS,Intel Core Ultra 5 225H,,DDR5,16,1024.0,OLED,60,1,1,16499000
643,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR5,16,1024.0,LED,120,0,1,16499000
644,DELL,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,16499000
645,HP,Intel Core i5-1235U,,DDR4,8,512.0,LED,60,1,1,16500000
646,LENOVO,AMD Ryzen 7 8845HS,RTX 4050 Laptop,DDR5,32,512.0,LED,60,0,1,16500000
647,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,16500000
648,LENOVO,AMD Ryzen 7 8845HS,RTX 3050 Laptop,DDR5,16,1024.0,OLED,120,1,0,16529000
649,DELL,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,0,1,16554000
650,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR5,16,1024.0,LED,120,1,1,16599000
651,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR5,24,1024.0,LED,120,0,1,16599000
652,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR5,8,1024.0,LED,120,0,1,16599000
653,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,32,512.0,LED,60,0,1,16599000
654,LENOVO,Intel i7-1165G7,,DDR4,8,256.0,LED,60,0,0,16600000
655,LENOVO,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,OLED,60,2,0,16613000
656,HP,Intel Core i5-13500H,RTX 4060 Laptop,DDR5,16,512.0,LED,165,0,1,16619000
657,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,0,0,16682000
658,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,0,16689000
659,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,16695000
660,HP,AMD Ryzen 7 8845HS,RTX 4060 Laptop,DDR5,32,512.0,LED,144,0,1,16699000
661,ASUS,Intel Core i7-13700HX,RTX 4050 Laptop,DDR4,16,1024.0,LED,120,0,1,16699000
662,ASUS,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,0,1,16799000
663,LENOVO,Intel Core i5-1235U,,DDR5,8,512.0,LED,60,1,1,16799000
664,LENOVO,Intel Core i5-1235U,,DDR5,8,512.0,LED,60,1,1,16799000
665,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,0,16799000
666,AXIOO,Intel Core i7-13650HX,RTX 4060 Laptop,DDR4,8,512.0,LED,144,0,1,16889000
667,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,16899000
668,MSI,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,16899000
669,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,16918000
670,LENOVO,Intel Core i7-13620H,,DDR5,32,1024.0,OLED,60,0,1,16989000
671,,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,16,512.0,LED,165,0,1,16999000
672,HP,Intel Core i7-13700HX,RTX 3050 Laptop,DDR4,8,512.0,LED,144,0,1,16999000
673,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,12,512.0,LED,144,0,1,16999000
674,LENOVO,Intel Core i7-13620H,,DDR5,32,1024.0,OLED,60,0,1,17000000
675,ASUS,Intel i7-1165G7,,DDR4,16,512.0,OLED,60,0,1,17050000
676,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,0,17099000
677,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,12,512.0,LED,60,0,1,17109001
678,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,12,512.0,LED,60,0,1,17119000
679,HP,Intel i7-1165G7,,DDR4,8,512.0,LED,60,1,1,17166000
680,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,OLED,60,2,0,17169000
681,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,0,1,17199000
682,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,0,17199000
683,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,17200000
684,HP,Intel Core i7-13650HX,RTX 4050 Laptop,DDR4,16,512.0,LED,144,0,1,17250000
685,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,1,17275000
686,HP,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,1,1,17289000
687,LENOVO,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,OLED,60,2,0,17290000
688,ASUS,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,60,0,1,17299000
689,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,0,17299000
690,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,1,17300000
691,LENOVO,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,32,512.0,LED,60,0,1,17306000
692,ASUS,Intel Core i5-1235U,,DDR5,16,1024.0,OLED,120,0,1,17318000
693,LENOVO,Intel Core i7-13700H,,DDR5,16,512.0,LED,60,2,0,17399000
694,LENOVO,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,120,2,0,17419000
695,LENOVO,Intel Core Ultra 5 226V,,DDR5,16,512.0,OLED,120,2,0,17419000
696,LENOVO,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,0,0,17434000
697,HP,Intel Core i5-13500H,RTX 4060 Laptop,DDR5,16,512.0,LED,144,0,1,17459000
698,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,0,17499000
699,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,17499000
700,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,17499000
701,ASUS,Intel Core i5-1135G7,,DDR4,8,512.0,OLED,60,1,1,17499000
702,LENOVO,AMD Ryzen 7 7735HS,RTX 4060 Laptop,DDR5,32,512.0,LED,60,0,1,17499000
703,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,17500000
704,ASUS,Intel Celeron N4020,,DDR4,8,256.0,LED,60,0,1,17500000
705,LENOVO,Intel Core i5-1235U,,DDR5,16,256.0,LED,60,0,1,17500000
706,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,17579000
707,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,1,17590000
708,ASUS,Intel Core Ultra 7 256V,,DDR5,16,512.0,OLED,60,0,1,17599000
709,LENOVO,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,0,1,17600000
710,DELL,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,1,1,17600000
711,LENOVO,AMD Ryzen 7 8845HS,RTX 4050 Laptop,DDR5,32,512.0,LED,60,0,1,17605000
712,ACER,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,90,1,1,17609000
713,ASUS,Intel Core Ultra 7 256V,,DDR5,16,512.0,OLED,60,0,1,17619000
714,ASUS,AMD Ryzen AI 7 350,,DDR5,24,1024.0,OLED,60,0,1,17619000
715,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,0,17619000
716,AXIOO,AMD Ryzen 7 5700U,,DDR4,16,1024.0,LED,60,0,1,17632000
717,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,0,1,17699001
718,ASUS,Intel Core i5-1135G7,,DDR4,8,512.0,OLED,60,0,1,17700000
719,DELL,Intel Core i7-11390H,,DDR4,16,512.0,LED,60,0,1,17750000
720,HP,Intel Core i7-13650HX,RTX 4050 Laptop,DDR4,16,512.0,LED,144,0,1,17753000
721,ACER,Intel Core Ultra 9 185H,,DDR5,32,1024.0,OLED,90,1,1,17775000
722,LENOVO,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,OLED,60,2,0,17782960
723,HP,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,17799000
724,LENOVO,Intel Core i7-1355U,,DDR5,16,1024.0,LED,60,1,1,17799000
725,LENOVO,AMD Ryzen 5 7535HS,,DDR5,32,512.0,LED,60,1,1,17799900
726,HP,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,1,1,17899000
727,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,17899000
728,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,17899000
729,DELL,Intel Core i5-1245U,,DDR4,8,512.0,LED,60,1,1,17900000
730,ACER,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,1,1,17900000
731,ASUS,Intel Core i7-13700H,,DDR4,16,512.0,OLED,90,0,1,17932100
732,LENOVO,Intel Core i5-1335U,,DDR5,16,512.0,LED,60,1,0,17999000
733,ACER,Intel Core i7-12700H,,DDR5,16,1024.0,OLED,90,1,1,18000000
734,ACER,Intel Core i7-12700H,,DDR5,16,1024.0,OLED,90,1,1,18000000
735,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,1,18000000
736,LENOVO,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,32,512.0,LED,60,0,1,18039600
737,LENOVO,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,0,1,18059000
738,ASUS,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,1,1,18199000
739,DELL,Intel Core i3-1215U,,DDR5,8,512.0,LED,60,0,1,18199000
740,ADVAN,Intel Core i7-1255U,,DDR4,16,1024.0,LED,60,0,1,18249041
741,LENOVO,Intel Core i3-10300,GeForce GTX 1650,DDR4,8,512.0,LED,120,0,1,18256454
742,LENOVO,AMD Ryzen AI 5 340,,DDR5,16,512.0,OLED,60,2,0,18299000
743,HP,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,0,1,18299000
744,ACER,Intel Core i5-1335U,,DDR4,8,512.0,LED,60,0,1,18300000
745,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,18395000
746,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,18399000
747,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,18399000
748,DELL,Intel i7-1165G7,,DDR4,8,512.0,LED,60,1,1,18440000
749,ACER,Intel Core i7-13700H,,DDR5,16,1024.0,LED,60,0,0,18449000
750,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,60,0,1,18477000
751,ASUS,AMD Ryzen AI 9 365,,DDR5,24,1024.0,OLED,120,0,1,18479000
752,ASUS,AMD Ryzen AI 9 365,,DDR5,24,1024.0,OLED,120,0,1,18479000
753,ASUS,AMD Ryzen AI 9 365,,DDR5,24,1024.0,OLED,120,0,1,18479000
754,ASUS,AMD Ryzen AI 9 365,,DDR5,24,1024.0,OLED,120,0,1,18479000
755,ASUS,AMD Ryzen AI 9 365,,DDR5,24,512.0,OLED,120,0,1,18479000
756,HP,Intel Core i7-1355U,,DDR5,16,1024.0,OLED,120,0,1,18499000
757,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,60,0,1,18499000
758,AXIOO,Intel Core i3-1215U,,DDR4,8,512.0,LED,60,0,1,18499000
759,MSI,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,16,512.0,LED,144,0,1,18499000
760,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,60,0,1,18499000
761,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,18499000
762,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,1,18500000
763,MSI,Intel Core i7-1360P,,DDR5,16,1024.0,LED,120,1,1,18550000
764,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,18597000
765,DELL,Intel Core i5-1145G7,,DDR4,8,512.0,LED,60,1,1,18599000
766,LENOVO,Intel Core i5-12450HX,RTX 3050 Laptop,DDR5,16,512.0,LED,60,0,1,18599000
767,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,18619000
768,HP,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,18650000
769,LENOVO,Intel Core i7-1255U,,DDR5,8,512.0,LED,60,1,1,18699000
770,LENOVO,Intel Core i7-1255U,,DDR5,8,512.0,LED,60,1,1,18699000
771,LENOVO,Intel i7-1165G7,,DDR4,16,1024.0,LED,60,2,0,18699000
772,LENOVO,AMD Ryzen 7 5700U,,DDR4,16,512.0,LED,60,0,0,18699000
773,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,0,1,18699000
774,LENOVO,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,1,1,18699999
775,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,18779001
776,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,18785000
777,MSI,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,18790000
778,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,18799000
779,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,18799000
780,ACER,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,18800000
781,LENOVO,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,0,18822960
782,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,18849000
783,DELL,Intel Core i5-1145G7,,DDR4,8,512.0,LED,60,0,1,18870000
784,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,18870000
785,ACER,AMD Ryzen 7 8845HS,RTX 4050 Laptop,DDR5,16,512.0,LED,165,0,1,18894000
786,LENOVO,AMD Ryzen 5 7535HS,,DDR5,8,512.0,LED,60,1,1,18949900
787,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,18989360
788,,Intel Core i5-1235U,,DDR5,8,256.0,LED,60,0,1,18990000
789,DELL,Intel Core i7-8550U,,DDR4,16,256.0,LED,60,1,1,18997000
790,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19029000
791,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19029000
792,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19037000
793,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19037000
794,ASUS,Intel i7-1165G7,,DDR4,16,1024.0,OLED,60,2,1,19199000
795,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,19199000
796,LENOVO,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,1,0,19199000
797,HP,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,32,1024.0,LED,120,0,1,19289000
798,ASUS,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,19299000
799,LENOVO,Intel Core i7-1260P,,DDR5,16,1024.0,LED,60,1,0,19299000
800,HP,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,1,1,19300000
801,LENOVO,Intel Core i7-13620H,,DDR5,16,512.0,OLED,60,1,0,19319000
802,LENOVO,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,0,1,19349000
803,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,19369000
804,DELL,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,1,19379000
805,HP,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,1,19393000
806,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,120,0,1,19399000
807,ACER,Intel Core i7-1255U,RTX 4060 Laptop,DDR5,32,1024.0,OLED,120,1,1,19399000
808,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,120,1,1,19399000
809,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,19400000
810,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,120,0,1,19417000
811,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,120,0,1,19449000
812,DELL,Intel Core i7-12650H,,DDR4,16,512.0,LED,60,0,1,19490000
813,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19499000
814,LENOVO,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,1,1,19499000
815,MSI,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,165,0,1,19499000
816,DELL,Intel Core i7-1250U,,DDR5,16,1024.0,LED,60,1,1,19500000
817,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,19519000
818,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,19519000
819,LENOVO,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,2,0,19579000
820,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,19599000
821,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,19600000
822,LENOVO,AMD Ryzen AI 7 350,,DDR5,32,1024.0,OLED,120,2,0,19619000
823,ACER,Intel Core i5-12450HX,RTX 4050 Laptop,DDR5,8,512.0,LED,180,0,1,19713000
824,DELL,Intel i7-1165G7,,DDR4,8,1024.0,LED,60,0,1,19750000
825,LENOVO,Intel Core i5-1235U,,DDR5,8,512.0,LED,60,1,1,19799000
826,,Intel Core i7-10750H,,DDR4,16,1024.0,LED,60,0,1,19800000
827,HP,Intel Core i7-1255U,,DDR4,8,1024.0,LED,60,1,1,19800000
828,ASUS,Intel Core Ultra 7 258V,,DDR5,32,1024.0,OLED,120,0,1,19849000
829,LENOVO,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,2,0,19858000
830,DELL,Intel Core i5-10310U,,DDR4,16,256.0,LED,60,0,1,19890000
831,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,19899000
832,LENOVO,Intel Core i7-1255U,,DDR5,8,512.0,LED,60,1,1,19899000
833,HP,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,0,1,19901000
834,LENOVO,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,19911500
835,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,19925001
836,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,19949000
837,ASUS,Intel Core i5-1155G7,,DDR4,8,512.0,LED,60,1,1,19980000
838,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,60,0,1,19983000
839,LENOVO,Intel Core i7-1255U,,DDR5,8,512.0,LED,60,0,1,19999000
840,DELL,Intel Core i5-10310U,,DDR4,8,256.0,LED,60,0,1,19999000
841,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,2,0,19999000
842,DELL,Intel Core i5-1240P,,DDR5,8,256.0,LED,60,0,1,20000000
843,DELL,Intel Core i7-8550U,,DDR4,16,256.0,LED,60,0,1,20000000
844,LENOVO,Intel Core i7-8550U,,DDR4,16,512.0,LED,60,2,1,20000000
845,LENOVO,AMD Ryzen 9 6900HX,RTX 3050 Laptop,DDR4,32,1024.0,LED,60,2,1,20000000
846,DELL,Intel Core i5-1145G7,,DDR4,16,512.0,LED,60,1,1,20000000
847,DELL,Intel Core i7-8550U,,DDR4,16,256.0,LED,60,0,1,20000000
848,DELL,Intel Core i5-1240P,,DDR5,8,256.0,LED,60,0,1,20000000
849,HP,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,0,1,20000000
850,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,60,0,1,20033000
851,LENOVO,Intel Core i5-1235U,,DDR4,8,512.0,LED,60,0,1,20119000
852,ACER,Intel Core Ultra 9 185H,,DDR5,32,1024.0,OLED,90,1,1,20150000
853,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,20198000
854,LENOVO,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,0,0,20199000
855,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,1,1,20199000
856,LENOVO,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,24,512.0,LED,60,0,1,20241000
857,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,20285000
858,DELL,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,1,1,20299000
859,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,1,1,20300000
860,ACER,Intel Core i7-1255U,RTX 4060 Laptop,DDR5,32,1024.0,OLED,120,0,1,20300000
861,ASUS,Intel Core i7-12700H,,DDR4,16,512.0,OLED,60,1,1,20303000
862,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,20399000
863,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,60,0,1,20399000
864,DELL,Intel Core i7-1355U,,DDR4,8,512.0,LED,60,0,1,20400000
865,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,20420000
866,,Intel Core i5-1235U,,DDR4,8,256.0,LED,120,0,1,20450000
867,HP,Intel Core i5-1335U,,DDR5,16,512.0,LED,60,1,1,20479000
