Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
HP,RYZEN 7-8845,-,DDR5,16GB,512GB,OLED,120,[],1,15499000
ASUS,RYZEN 7-8840,-,DDR5,16GB,512GB,OLED,60,[],1,15499000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,60,[],1,15499000
ASUS,RYZEN 7-8840,-,DDR5,16GB,512GB,OLED,60,[],1,15499000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15499000
LENOVO,I5-1135,-,DDR4,8GB,512GB,IPS,60,['yoga'],1,15499000
LENOVO,I7-150,-,DDR5,16GB,512GB,OLED,60,[],0,15529000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15549000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15549000
ASUS,I7-255,-,DDR5,16GB,1024GB,IPS,60,[],1,15550000
LENOVO,I7-13700,-,DDR5,16GB,512GB,OLED,60,['yoga'],0,15616000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15649000
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,15699000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15699000
HP,I7-1355,-,DDR5,16GB,,OLED,120,[],1,15699000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15770000
HP,I5-125,-,DDR5,16GB,512GB,OLED,60,[],1,15799000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,15800000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15819000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15819000
ASUS,I9-13900,-,DDR5,16GB,1024GB,VA,90,[],1,15849000
ACER,I7-155,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,15849000
ASUS,I9-13900,-,DDR5,16GB,1024GB,VA,90,['fingerprint'],1,15849000
DELL,I5-1335,GEFORCE MX550,DDR4,8GB,512GB,LED,60,['fingerprint'],1,15849000
LENOVO,RYZEN 7-7840,-,DDR5,16GB,1024GB,IPS,60,['yoga'],0,15899000
ACER,I7-155,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,15899000
,I7-1165,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,15926000
DELL,I7-150,-,DDR5,16GB,1024GB,LED,60,[],1,15950000
LENOVO,I5-1240,-,DDR5,16GB,512GB,OLED,90,['yoga'],0,15979000
ACER,I7-155,-,DDR5,32GB,512GB,OLED,90,['fingerprint'],1,15989000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,[],0,15989000
LENOVO,RYZEN 5-340,-,DDR5,16GB,512GB,OLED,120,"['fingerprint', 'yoga']",0,15999000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,['flex'],1,15999000
ASUS,I9-13900,-,DDR5,16GB,1024GB,OLED,90,[],1,15999000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,32GB,512GB,IPS,144,[],1,15999000
HP,I5-1235,-,DDR4,8GB,512GB,LED,60,[],1,16000000
LENOVO,I5-1235,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,16000000
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,16049000
LENOVO,I7-1360,-,DDR5,16GB,,IPS,60,['yoga'],1,16099000
DELL,I7-1355,-,DDR4,8GB,1024GB,LED,60,['fingerprint'],1,16099000
ASUS,RYZEN 7-5800,RTX 3050,DDR4,16GB,512GB,LED,90,[],1,16150000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,['flex'],0,16150000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,16183000
LENOVO,RYZEN 5-5625,-,DDR4,8GB,512GB,IPS,60,[],0,16199000
DELL,I7-1165,NVIDIA MX350,DDR4,8GB,512GB,LED,60,[],1,16201000
LENOVO,RYZEN 5-340,NVIDIA RTX4070,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,16249000
LENOVO,I5-13450,RTX 4050,DDR5,12GB,512GB,IPS,144,[],1,16250000
LENOVO,I5-1335,-,DDR4,8GB,512GB,IPS,60,[],0,16278901
DELL,I5-1335,-,DDR4,16GB,256GB,LED,60,[],1,16289000
LENOVO,I5-1335,-,DDR4,8GB,512GB,IPS,60,[],0,16299000
LENOVO,RYZEN 5-5600,-,DDR4,16GB,512GB,IPS,60,['yoga'],1,16325000
DELL,I7-1355,-,DDR4,32GB,512GB,LED,60,['fingerprint'],1,16349000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",1,16361000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,16370000
DELL,I7-1165,-,DDR4,8GB,512GB,LED,60,[],1,16392000
HP,I5-125,-,DDR5,16GB,512GB,OLED,60,[],1,16400000
LENOVO,I5-1135,-,DDR4,32GB,512GB,IPS,60,['fingerprint'],1,16400000
AXIOO,I7-13620,NVIDIA RTX4060,DDR4,8GB,512GB,IPS,144,[],1,16411000
ASUS,I7-13700,-,DDR4,16GB,512GB,OLED,60,[],1,16429000
ASUS,I7-13700,RTX 4050,DDR4,16GB,1024GB,IPS,120,[],1,16449000
LENOVO,RYZEN 7-5800,RTX 3050,DDR4,16GB,,IPS,60,[],0,16451000
ASUS,I7-13700,-,DDR4,8GB,512GB,VA,90,['fingerprint'],1,16490000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,16492000
ASUS,I5-225,-,DDR5,16GB,1024GB,OLED,60,['fingerprint'],1,16499000
ASUS,I7-13700,GEFORCE RTX4050,DDR5,16GB,2048GB,IPS,120,[],1,16499000
DELL,I7-1165,-,DDR4,16GB,512GB,LED,60,[],1,16499000
HP,I5-1235,-,DDR4,8GB,512GB,IPS,60,['fingerprint'],1,16500000
LENOVO,RYZEN 7-8845,RTX 4050,DDR5,32GB,512GB,IPS,60,[],1,16500000
DELL,I7-1165,GEFORCE MX350,DDR4,8GB,,LED,60,[],1,16500000
LENOVO,RYZEN 7-8845,RTX 3050,DDR5,16GB,1024GB,OLED,120,['fingerprint'],0,16529000
DELL,I7-1355,-,DDR4,8GB,,LED,60,[],1,16554000
ASUS,I7-13700,RTX 4050,DDR5,16GB,1024GB,IPS,120,['fingerprint'],1,16599000
ASUS,I7-13700,RTX 4050,DDR5,24GB,1024GB,IPS,120,[],1,16599000
ASUS,I7-13700,RTX 4050,DDR5,8GB,1024GB,IPS,120,[],1,16599000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,32GB,512GB,IPS,60,[],1,16599000
LENOVO,I7-1165,GEFORCE MX350,DDR4,8GB,256GB,TN,60,[],0,16600000
LENOVO,RYZEN 7-8840,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,16613000
HP,I5-13500,RTX 4060,DDR5,16GB,512GB,IPS,165,[],1,16619000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,[],0,16682000
LENOVO,I5-1335,-,DDR4,16GB,512GB,IPS,60,[],0,16689000
HP,I5-1135,-,DDR4,8GB,512GB,IPS,60,[],1,16695000
HP,RYZEN 7-8845,RTX 4060,DDR5,32GB,512GB,IPS,144,[],1,16699000
ASUS,I7-13700,RTX 4050,DDR4,16GB,1024GB,LCD,120,[],1,16699000
ASUS,I7-1355,-,DDR4,16GB,1024GB,LED,60,[],1,16799000
LENOVO,I5-125,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,16799000
LENOVO,I5-125,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,16799000
LENOVO,I7-1165,NVIDIA MX450,DDR4,8GB,512GB,IPS,60,[],0,16799000
AXIOO,I7-13620,RTX4060,DDR4,8GB,512GB,LCD,144,[],1,16889000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,16899000
MSI,I7-13620,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,16899000
DELL,I7-1165,-,DDR4,8GB,512GB,LED,60,[],1,16918000
LENOVO,I7-13620,-,DDR5,32GB,1024GB,OLED,60,[],1,16989000
,I7-13700,RTX 4060,DDR5,16GB,512GB,LED,165,[],1,16999000
HP,I7-12700,RTX 3050,DDR4,8GB,512GB,IPS,144,[],1,16999000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,12GB,512GB,IPS,144,[],1,16999000
LENOVO,I7-13620,-,DDR5,32GB,1024GB,OLED,60,[],1,17000000
ASUS,I7-1165,-,DDR4,16GB,512GB,OLED,60,[],1,17050000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,17099000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,12GB,512GB,IPS,60,[],1,17109001
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,12GB,512GB,IPS,60,[],1,17119000
HP,I7-1165,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,17166000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,17169000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,[],1,17199000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,17199000
DELL,I7-1165,NVIDIA MX330,DDR4,8GB,512GB,LED,60,[],1,17200000
HP,I7-13620,RTX 4050,DDR4,16GB,512GB,IPS,144,[],1,17250000
LENOVO,I5-1335,-,DDR4,16GB,512GB,IPS,60,[],1,17275000
HP,I7-1255,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,17289000
LENOVO,RYZEN 7-8840,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,17290000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,17299000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,17299000
LENOVO,I5-1335,-,DDR4,16GB,512GB,IPS,60,[],1,17300000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,32GB,512GB,IPS,60,[],1,17306000
ASUS,I5-125,-,DDR5,16GB,1024GB,OLED,120,[],1,17318000
LENOVO,I7-13700,-,DDR5,16GB,512GB,IPS,60,"['fingerprint', 'yoga']",0,17399000
LENOVO,I5-226,-,DDR5,16GB,512GB,OLED,120,"['fingerprint', 'yoga']",0,17419000
LENOVO,I5-226,-,DDR5,16GB,512GB,OLED,120,"['fingerprint', 'yoga']",0,17419000
LENOVO,I5-1335,-,DDR4,8GB,512GB,IPS,60,[],0,17434000
HP,I5-13500,RTX 4060,DDR5,16GB,512GB,IPS,144,[],1,17459000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,17499000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,17499000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,17499000
ASUS,I5-1135,-,DDR4,8GB,512GB,OLED,60,['fingerprint'],1,17499000
LENOVO,RYZEN 7-7735,RTX 4060,DDR5,32GB,512GB,IPS,60,[],1,17499000
LENOVO,I7-1165,-,DDR4,16GB,,IPS,60,[],1,17500000
ASUS,N4020,-,DDR4,,256GB,LED,60,[],1,17500000
LENOVO,I5-135,-,DDR5,16GB,256GB,LED,60,[],1,17500000
LENOVO,I7-1165,GEFORCE MX450,DDR4,16GB,512GB,IPS,60,[],1,17579000
HP,I5-125,-,DDR5,16GB,512GB,LED,60,[],1,17590000
ASUS,I7-256,-,DDR5,16GB,512GB,OLED,60,[],1,17599000
LENOVO,I5-1135,-,DDR4,16GB,512GB,IPS,60,[],1,17600000
DELL,I5-1135,NVIDIA MX350,DDR4,8GB,512GB,LED,60,['fingerprint'],1,17600000
LENOVO,RYZEN 7-8845,RTX 4050,DDR5,32GB,512GB,IPS,60,[],1,17605000
ACER,I7-155,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,17609000
ASUS,I7-256,-,DDR5,16GB,512GB,OLED,60,[],1,17619000
ASUS,RYZEN 7-350,-,DDR5,24GB,1024GB,OLED,60,[],1,17619000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,17619000
AXIOO,RYZEN 7-5700,-,DDR4,16GB,1024GB,IPS,60,[],1,17632000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,[],1,17699001
ASUS,I5-1135,-,DDR4,8GB,512GB,OLED,60,[],1,17700000
DELL,I7-11390,-,DDR4,16GB,512GB,LED,60,[],1,17750000
HP,I7-13620,RTX 4050,DDR4,16GB,512GB,IPS,144,[],1,17753000
ACER,I9-185,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,17775000
LENOVO,RYZEN 7-8840,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,17782960
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,17799000
LENOVO,I7-1355,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,17799000
LENOVO,RYZEN 5-7535,-,DDR5,32GB,512GB,IPS,60,['fingerprint'],1,17799900
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,['fingerprint'],1,17899000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,17899000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,17899000
DELL,I5-1245,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,17900000
ACER,I7-1355,-,DDR4,8GB,,LED,60,['fingerprint'],1,17900000
ASUS,I7-13700,-,DDR4,16GB,512GB,OLED,90,[],1,17932100
LENOVO,I5-1335,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,17999000
ACER,I7-12700,-,DDR5,16GB,1024GB,OLED,90,['fingerprint'],1,18000000
ACER,I7-12700,-,DDR5,16GB,1024GB,OLED,90,['fingerprint'],1,18000000
LENOVO,I5-1335,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,18000000
LENOVO,I7-13620,RTX 4050,DDR5,32GB,512GB,IPS,60,[],1,18039600
LENOVO,I7-1255,-,DDR4,16GB,512GB,IPS,60,[],1,18059000
DELL,,NVIDIA MX130,DDR4,16GB,512GB,LED,60,['fingerprint'],1,18082000
ASUS,I7-1255,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,18199000
DELL,I3-165,-,DDR5,8GB,,LED,60,[],1,18199000
ADVAN,I7-1255,-,DDR4,16GB,1024GB,IPS,60,[],1,18249041
LENOVO,I5-10300,NVIDIA GTX1650,DDR4,8GB,512GB,IPS,120,[],1,18256454
LENOVO,RYZEN 5-340,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,18299000
HP,I7-1355,-,DDR4,16GB,1024GB,IPS,60,[],1,18299000
ACER,I5-1335,-,DDR4,8GB,512GB,LED,60,[],1,18300000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,18395000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,18399000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,18399000
DELL,I7-1165,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,18440000
ACER,I7-13700,-,DDR5,16GB,1024GB,IPS,60,[],0,18449000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,18477000
ASUS,RYZEN 9-365,-,DDR5,24GB,1024GB,OLED,120,[],1,18479000
ASUS,RYZEN 9-365,-,DDR5,24GB,1024GB,OLED,120,[],1,18479000
ASUS,RYZEN 9-365,-,DDR5,24GB,1024GB,OLED,120,[],1,18479000
ASUS,RYZEN 9-365,-,DDR5,24GB,1024GB,OLED,120,[],1,18479000
ASUS,RYZEN 9-365,-,DDR5,24GB,,OLED,120,[],1,18479000
HP,I7-1355,-,DDR5,16GB,1024GB,OLED,120,[],1,18499000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,18499000
AXIOO,I3-1215,-,DDR4,8GB,,IPS,60,[],1,18499000
MSI,I7-13620,RTX 4060,DDR5,16GB,512GB,IPS,144,[],1,18499000
ASUS,I7-13620,RTX 4050,DDR5,16GB,512GB,IPS,60,[],1,18499000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,18499000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",1,18500000
MSI,I7-1360,-,DDR5,16GB,1024GB,IPS,120,['fingerprint'],1,18550000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,18597000
DELL,I5-1145,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,18599000
LENOVO,I5-12500,RTX 3050,DDR5,16GB,512GB,IPS,60,[],1,18599000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,18619000
HP,I7-1165,-,DDR4,8GB,512GB,LED,60,[],1,18650000
LENOVO,I7-155,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,18699000
LENOVO,I7-155,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,18699000
LENOVO,I7-1165,-,DDR4,16GB,1024GB,IPS,60,['yoga'],0,18699000
LENOVO,RYZEN 7-5700,-,DDR4,16GB,512GB,TN,60,[],0,18699000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,60,[],1,18699000
LENOVO,I7-1355,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,18699999
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,18779001
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,18785000
MSI,I7-13620,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,18790000
HP,,-,DDR5,16GB,1024GB,IPS,60,[],1,18799000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,18799000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,18799000
ACER,I7-1165,-,DDR4,16GB,,LED,60,[],1,18800000
LENOVO,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],0,18822960
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,18849000
DELL,I5-1145,-,DDR4,8GB,512GB,LED,60,[],1,18870000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,[],1,18870000
ACER,RYZEN 7-8845,RTX 4050,DDR5,16GB,512GB,IPS,165,[],1,18894000
LENOVO,RYZEN 5-7535,-,DDR5,,512GB,IPS,60,['fingerprint'],1,18949900
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,18989360
,I5-1235,-,DDR5,8GB,256GB,LED,60,[],1,18990000
DELL,I7-8650,-,DDR4,16GB,256GB,LED,60,['fingerprint'],1,18997000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19029000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19029000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19037000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19037000
ASUS,,-,DDR5,32GB,1024GB,OLED,60,[],1,19069000
LENOVO,,-,DDR5,32GB,1024GB,OLED,90,"['fingerprint', 'yoga']",0,19099000
,,-,DDR4,8GB,256GB,IPS,60,[],1,19099000
ASUS,I7-1165,-,DDR4,16GB,1024GB,OLED,60,['flex'],1,19199000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],1,19199000
LENOVO,I7-1355,-,DDR4,16GB,1024GB,IPS,60,['fingerprint'],0,19199000
HP,I7-155,RTX 4050,DDR5,32GB,1024GB,IPS,120,[],1,19289000
ASUS,I5-1135,-,DDR4,8GB,512GB,LED,60,[],1,19299000
LENOVO,I7-1260,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],0,19299000
HP,I7-1355,-,DDR4,16GB,1024GB,IPS,60,['fingerprint'],1,19300000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,19319000
LENOVO,I5-1135,-,DDR4,16GB,512GB,LED,60,[],1,19349000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,19369000
DELL,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,19379000
HP,I5-125,-,DDR5,16GB,512GB,IPS,60,[],1,19393000
HP,RYZEN 7-8840,-,DDR5,32GB,2048GB,OLED,120,[],1,19399000
ACER,I7-155,RTX 4060,DDR5,32GB,1024GB,OLED,120,['fingerprint'],1,19399000
HP,RYZEN 7-8840,-,DDR5,32GB,1024GB,OLED,120,['fingerprint'],1,19399000
DELL,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,19400000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,19417000
HP,RYZEN 7-8840,-,DDR5,32GB,1024GB,OLED,120,[],1,19449000
DELL,I7-1265,-,DDR4,16GB,512GB,LED,60,[],1,19490000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19499000
LENOVO,I7-1255,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,19499000
MSI,I7-13620,RTX 4060,DDR5,8GB,1024GB,LED,165,[],1,19499000
DELL,I7-150,-,DDR5,16GB,1024GB,LCD,60,['fingerprint'],1,19500000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,19519000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,19519000
LENOVO,I7-1355,-,DDR4,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",0,19579000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,19599000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,[],1,19600000
LENOVO,RYZEN 7-350,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,19619000
ACER,I5-14500,RTX 4050,DDR5,8GB,512GB,LED,180,[],1,19713000
DELL,I7-1165,-,DDR4,8GB,1024GB,LED,60,[],1,19750000
LENOVO,I5-125,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,19799000
,I7-10750,-,DDR4,16GB,2048GB,IPS,60,[],1,19800000
HP,I7-1255,-,DDR4,8GB,1024GB,IPS,60,['fingerprint'],1,19800000
ASUS,I7-258,-,DDR5,32GB,1024GB,OLED,120,[],1,19849000
LENOVO,I5-1335,-,DDR4,16GB,512GB,IPS,60,['flex'],0,19858000
DELL,I5-10310,-,DDR4,16GB,256GB,LED,60,[],1,19890000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,19899000
LENOVO,I7-155,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,19899000
HP,I5-1335,-,DDR4,16GB,512GB,LED,60,[],1,19901000
LENOVO,I5-1135,-,DDR4,,512GB,LED,60,[],1,19911500
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,19925001
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,19949000
ASUS,I5-1155,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,19980000
HP,RYZEN 7-8840,-,DDR5,32GB,1024GB,OLED,60,[],1,19983000
LENOVO,I7-155,-,DDR5,8GB,512GB,IPS,60,[],1,19999000
DELL,I5-10310,-,DDR4,8GB,256GB,LED,60,[],1,19999000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,19999000
DELL,I5-1240,-,DDR5,8GB,256GB,LED,60,[],1,20000000
DELL,I7-8550,-,DDR4,16GB,256GB,LED,60,[],1,20000000
LENOVO,I7-8550,-,DDR4,16GB,512GB,LED,60,['yoga'],1,20000000
LENOVO,RYZEN 9-6900,RTX 3050,DDR4,32GB,1024GB,LED,60,['yoga'],1,20000000
DELL,I5-1145,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,20000000
DELL,I7-8550,-,DDR4,16GB,256GB,LED,60,[],1,20000000
DELL,I5-1240,-,DDR5,8GB,256GB,LED,60,[],1,20000000
HP,I7-1355,-,DDR4,8GB,512GB,LED,60,[],1,20000000
HP,RYZEN 7-8840,-,DDR5,32GB,1024GB,OLED,60,[],1,20033000
LENOVO,,-,DDR4,,,LED,60,['yoga'],1,20100000
LENOVO,I5-1235,-,DDR4,8GB,512GB,IPS,60,[],1,20119000
ACER,I9-185,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,20150000
DELL,I7-1355,-,DDR4,16GB,,LED,60,[],1,20198000
LENOVO,I7-1255,-,DDR4,16GB,512GB,IPS,60,[],0,20199000
LENOVO,I7-155,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,20199000
LENOVO,I7-13650,RTX 4060,DDR5,24GB,512GB,IPS,60,[],1,20241000
