Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,20285000
DELL,I7-155,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,20299000
LENOVO,I7-1165,-,DDR4,8GB,,IPS,60,['fingerprint'],1,20300000
ACER,I7-155,RTX 4060,DDR5,32GB,1024GB,OLED,120,[],1,20300000
ASUS,I7-12700,-,DDR4,16GB,512GB,OLED,60,['fingerprint'],1,20303000
LENOVO,I7-1355,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,20399000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,20399000
DELL,I7-1355,-,DDR4,8GB,512GB,IPS,60,[],1,20400000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,20420000
,I5-1235,-,DDR4,8GB,256GB,LED,120,[],1,20450000
HP,I5-1335,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,20479000
ASUS,I7-1260,-,DDR5,16GB,1024GB,LED,60,['fingerprint'],1,20489000
HP,I7-150,-,DDR4,16GB,512GB,LED,60,[],1,20490000
LENOVO,I7-13620,RTX 4050,DDR5,8GB,512GB,IPS,165,['fingerprint'],1,20499000
HP,I5-1035,-,DDR4,8GB,512GB,IPS,60,[],1,20500000
LENOVO,I7-12700,RTX 3060,DDR5,32GB,512GB,IPS,60,[],1,20500000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,20500000
LENOVO,I7-155,-,DDR5,16GB,,OLED,120,"['fingerprint', 'yoga']",0,20525000
DELL,I5-1245,-,DDR4,16GB,1024GB,LED,60,['fingerprint'],1,20549000
DELL,I7-1355,-,DDR4,16GB,1024GB,LED,60,[],1,20550000
ACER,I7-155,-,DDR5,16GB,512GB,OLED,90,['fingerprint'],1,20563000
MSI,I7-10710,GTX 1650,DDR4,16GB,,LED,60,[],1,20598000
DELL,I5-1235,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,20599000
MSI,I7-14700,RTX 4060,DDR5,16GB,1024GB,IPS,240,[],1,20698000
LENOVO,I5-125,-,DDR5,16GB,512GB,IPS,60,[],0,20699000
LENOVO,I7-12700,-,DDR5,16GB,512GB,OLED,120,['fingerprint'],0,20753000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,20783000
DELL,I5-1245,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,20800000
LENOVO,I7-1165,GEFORCE MX450,DDR4,8GB,512GB,IPS,60,['fingerprint'],1,20800000
ASUS,I5-11300,RTX 3050,DDR4,8GB,512GB,OLED,60,['fingerprint'],1,20860000
ASUS,I7-1165,-,DDR4,16GB,1024GB,OLED,60,['fingerprint'],1,20899000
HP,RYZEN 7-8840,-,DDR5,32GB,2048GB,OLED,120,['fingerprint'],1,20899000
LENOVO,RYZEN 7-350,-,DDR5,32GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,20899000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,20899000
DELL,I7-10610,-,DDR4,8GB,256GB,LED,60,[],1,20900000
HP,I7-1355,-,DDR5,16GB,1024GB,IPS,60,[],1,20990000
ADVAN,I7-1255,-,DDR4,16GB,1024GB,IPS,60,[],1,20990041
ACER,I5-1240,-,DDR4,16GB,512GB,IPS,60,[],1,20998000
LENOVO,I5-13420,-,DDR4,16GB,256GB,IPS,60,[],0,20999000
HP,I7-1355,-,DDR5,16GB,1024GB,OLED,120,[],1,20999000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,20999000
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,20999000
ACER,RYZEN 7-6800,-,DDR5,16GB,1024GB,OLED,90,['fingerprint'],1,20999000
DELL,I5-1245,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,21000000
HP,I7-11800,RTX 3060,DDR4,16GB,512GB,LED,60,[],1,21000000
DELL,I7-1255,-,DDR4,16GB,2048GB,LED,60,[],1,21000000
HP,I7-11800,RTX 3060,DDR4,16GB,512GB,LED,60,[],1,21000000
ASUS,I5-1155,-,DDR4,8GB,,LED,60,[],1,21000000
LENOVO,I7-1355,-,DDR4,16GB,1024GB,LED,60,['flex'],0,21105000
LENOVO,I7-1185,-,DDR4,16GB,1024GB,IPS,60,['yoga'],0,21110000
ASUS,I7-10510,GEFORCE GTX1650,DDR4,16GB,512GB,IPS,60,[],1,21112000
LENOVO,RYZEN 7-8845,-,DDR5,16GB,1024GB,IPS,60,[],0,21135000
HP,,-,DDR4,16GB,1024GB,LED,60,[],1,21149000
HP,I7-155,-,DDR5,16GB,1024GB,OLED,120,['fingerprint'],1,21199000
ASUS,I7-258,-,DDR5,32GB,1024GB,OLED,120,[],1,21209000
LENOVO,I5-1135,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],0,21250000
ASUS,RYZEN 5-7535,-,DDR5,16GB,512GB,OLED,60,[],1,21259000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,21260000
ASUS,I5-125,-,DDR5,16GB,1024GB,OLED,120,[],1,21266000
DELL,I7-1355,-,DDR4,32GB,512GB,LED,60,[],1,21275000
LENOVO,RYZEN 9-365,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,21299000
ACER,I5-1240,-,DDR4,8GB,512GB,LED,60,[],1,21320000
ACER,RYZEN 9-365,-,DDR5,32GB,1024GB,IPS,60,[],1,21339000
HP,I7-1355,-,DDR4,16GB,512GB,LED,60,[],1,21390000
HP,I7-10510,GEFORCE MX350,DDR4,16GB,512GB,IPS,60,[],1,21394464
LENOVO,I7-155,-,DDR5,16GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,21399000
MSI,I7-14700,RTX 4060,DDR5,8GB,1024GB,IPS,240,[],1,21399000
HP,I7-14650,RTX 4060,DDR5,16GB,1024GB,LED,144,[],1,21399000
HP,RYZEN 7-8840,-,DDR5,32GB,2048GB,OLED,120,[],1,21399001
LENOVO,I7-258,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,21419000
LENOVO,I7-258,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,21459000
LENOVO,I5-1135,-,DDR4,16GB,512GB,IPS,60,"['fingerprint', 'yoga']",0,21490000
DELL,I7-155,-,DDR5,16GB,512GB,IPS,120,['fingerprint'],1,21499000
DELL,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,21500000
LENOVO,I5-1235,-,DDR4,16GB,512GB,IPS,60,['yoga'],0,21509000
HP,I7-14650,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,21559000
HP,I7-155,-,DDR5,32GB,512GB,IPS,60,['fingerprint'],1,21600000
DELL,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,21611000
ASUS,RYZEN 5-7535,RTX 4050,DDR5,16GB,512GB,IPS,144,[],1,21640000
HP,I7-1250,-,DDR4,16GB,1024GB,OLED,60,[],1,21650000
,,-,DDR4,8GB,512GB,LED,60,[],1,21650000
ASUS,I7-1165,-,DDR4,16GB,1024GB,OLED,90,['fingerprint'],1,21659033
HP,RYZEN 7-4700,-,DDR4,16GB,512GB,IPS,60,[],1,21679100
ASUS,I7-1165,-,DDR4,16GB,1024GB,OLED,60,[],1,21699000
LENOVO,,-,DDR5,16GB,1024GB,OLED,90,"['fingerprint', 'yoga']",0,21705000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,[],1,21750000
LENOVO,RYZEN 7-350,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,21799000
HP,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,21800000
HP,I7-12700,-,DDR4,16GB,512GB,IPS,60,[],1,21812000
LENOVO,I5-13420,RTX 3050,DDR5,32GB,512GB,LED,60,[],1,21838700
HP,I7-14650,RTX4060,DDR5,16GB,,LED,60,[],1,21899000
DELL,I7-8665,-,DDR4,8GB,,LED,60,['fingerprint'],1,21899000
DELL,I7-155,-,DDR5,16GB,512GB,IPS,60,[],1,21899000
HP,I7-1165,-,DDR4,8GB,512GB,LED,60,[],1,21900000
HP,RYZEN 7-8840,-,DDR4,32GB,1024GB,OLED,120,[],1,21900000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,21945000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,21949000
ASUS,I7-7500,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,21975000
,,-,DDR4,8GB,256GB,LED,60,[],1,21980100
,,-,DDR4,8GB,256GB,LED,60,[],1,21982600
,,-,DDR4,8GB,256GB,LED,60,[],1,21982600
ASUS,I7-1255,-,DDR4,,512GB,LED,60,[],1,21999000
,,-,DDR4,16GB,512GB,LED,60,[],1,22000000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,22000000
,,-,DDR4,16GB,512GB,LED,60,[],1,22000000
LENOVO,RYZEN 7-4800,GTX 1650,DDR4,16GB,512GB,IPS,60,[],1,22000000
LENOVO,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,22000000
MSI,I7-13620,RTX 4070,DDR5,8GB,1024GB,IPS,165,[],1,22017000
ASUS,RYZEN 7-8845,RTX 4050,DDR5,16GB,512GB,IPS,165,[],1,22019000
LENOVO,RYZEN 7-7730,-,DDR4,16GB,512GB,IPS,60,"['fingerprint', 'flex']",1,22033000
ASUS,I5-225,-,DDR5,16GB,1024GB,OLED,60,[],1,22044000
DELL,I5-1245,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,22075000
ASUS,I7-12650,RTX 3050,DDR5,16GB,1024GB,OLED,120,[],1,22100000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,22133000
ASUS,I7-155,RTX 4050,DDR5,8GB,1024GB,OLED,120,[],1,22139000
ACER,I5-1240,-,DDR4,16GB,512GB,LED,60,[],1,22216500
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22219000
ASUS,RYZEN 7-8845,RTX 4050,DDR5,16GB,512GB,IPS,165,[],1,22219000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22219000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,22299000
ASUS,I7-1165,-,DDR4,16GB,1024GB,OLED,60,[],1,22338000
ASUS,I7-155,RTX 4050,DDR5,24GB,1024GB,OLED,120,[],1,22370000
LENOVO,I7-14650,RTX 4050,DDR5,16GB,512GB,IPS,60,[],1,22399000
DELL,I7-165,-,DDR5,16GB,512GB,OLED,120,['fingerprint'],1,22399000
MSI,I9-13900,RTX 4060,DDR5,16GB,1024GB,IPS,120,[],1,22399000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,['flex'],1,22404000
LENOVO,I7-155,-,DDR5,16GB,,OLED,120,"['fingerprint', 'yoga']",0,22430000
LENOVO,I5-1345,-,DDR5,16GB,512GB,IPS,60,[],0,22433000
LENOVO,I7-13650,RTX 4060,DDR5,24GB,512GB,IPS,144,[],1,22466000
DELL,I7-1265,-,DDR4,16GB,1024GB,LED,60,['fingerprint'],1,22475000
MSI,I7-13620,RTX 4070,DDR5,16GB,,IPS,165,[],1,22479000
DELL,I7-1250,-,DDR5,16GB,512GB,IPS,60,[],1,22489000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,22522000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,22522000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,22522000
LENOVO,I7-1165,-,DDR4,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",1,22535089
LENOVO,I5-1235,-,DDR4,16GB,512GB,IPS,60,"['fingerprint', 'yoga']",0,22550000
HP,I7-13700,RTX 4060,DDR5,16GB,1024GB,IPS,165,[],1,22599000
ASUS,RYZEN 9-5900,RTX 3050,DDR4,16GB,1024GB,OLED,60,[],1,22599000
ASUS,I7-12700,RTX 4060,DDR4,16GB,512GB,IPS,144,[],1,22599000
ASUS,I7-11370,RTX 3050,DDR4,32GB,1024GB,LED,144,[],1,22665000
ACER,I9-14900,RTX 4060,DDR5,8GB,1024GB,LED,165,[],1,22699000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22699000
LENOVO,I5-1235,-,DDR4,16GB,512GB,IPS,60,[],0,22699000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22699000
ASUS,RYZEN 7-8845,RTX 4080,DDR5,16GB,1024GB,OLED,60,['fingerprint'],1,22700000
ACER,I7-1355,NVIDIA RTX2050,DDR4,8GB,,LED,60,['fingerprint'],1,22700000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22769000
ASUS,I7-13620,RTX 4070,DDR5,16GB,1024GB,IPS,144,[],1,22800000
ASUS,I7-8565,GEFORCE MX150,DDR5,16GB,512GB,LED,60,[],1,22830000
LENOVO,I7-14650,RTX 4050,DDR5,16GB,512GB,IPS,60,[],1,22859000
ASUS,I7-256,-,DDR5,16GB,512GB,OLED,60,[],1,22863000
ASUS,I7-13650,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,22920000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,22926000
LENOVO,RYZEN 7-7735,RTX 4050,DDR5,32GB,512GB,LED,60,[],1,22940670
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,22960800
HP,RYZEN 9-8945,RTX 4060,DDR5,16GB,1024GB,LED,144,[],1,22989000
HP,I5-1335,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,22999000
HP,I7-14650,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,22999000
LENOVO,I9-285,-,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,22999000
ASUS,RYZEN 9-7845,RTX 4060,DDR5,8GB,1024GB,IPS,144,[],1,22999000
ASUS,,-,DDR5,32GB,1024GB,OLED,60,[],1,22999000
DELL,I7-1355,-,DDR5,16GB,512GB,LED,60,['fingerprint'],1,23000000
ASUS,,-,DDR4,,,LED,60,[],1,23000000
DELL,I7-1355,-,DDR5,16GB,512GB,LED,60,['fingerprint'],1,23000000
HP,RYZEN 7-8845,RTX 4060,DDR5,16GB,512GB,IPS,144,[],1,23007000
LENOVO,I7-1255,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,23059000
LENOVO,I7-1165,-,DDR4,,512GB,LED,60,[],1,23109500
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,23126000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,23136000
ACER,I7-1355,GEFORCE RTX2050,DDR4,8GB,512GB,LED,60,['fingerprint'],1,23150000
ACER,I7-13700,RTX 4060,DDR5,8GB,1024GB,LED,165,[],1,23196000
ACER,I9-14900,RTX 4060,DDR5,16GB,1024GB,IPS,165,[],1,23199000
LENOVO,I5-125,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,23199000
ASUS,I7-13650,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,23229000
ASUS,RYZEN 7-7435,RTX 4060,DDR5,16GB,512GB,IPS,60,[],1,23243000
ASUS,I7-155,-,DDR5,32GB,1024GB,OLED,60,[],1,23310700
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,23319000
LENOVO,I5-1335,-,DDR5,16GB,512GB,IPS,60,[],0,23350000
HP,I5-125,-,DDR4,16GB,512GB,OLED,60,[],1,23377000
DELL,I7-1355,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,23379000
HP,RYZEN 7-8845,RTX 4070,DDR5,16GB,1024GB,IPS,165,[],1,23399000
HP,I7-10510,GEFORCE RTX2060,DDR4,16GB,1024GB,OLED,60,[],1,23399000
HP,RYZEN 7-8845,RTX 4070,DDR5,16GB,1024GB,IPS,165,[],1,23399000
ACER,I7-1165,-,DDR4,16GB,512GB,LED,60,[],1,23430000
HP,I7-1355,-,DDR4,16GB,1024GB,LED,60,[],1,23450000
DELL,I9-12900,RTX 3060,DDR5,16GB,1024GB,LED,60,['fingerprint'],1,23454000
DELL,I7-1265,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,23495000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,60,[],1,23499000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,23499000
LENOVO,RYZEN 7-6800,RTX 3050,DDR5,32GB,1024GB,IPS,120,"['fingerprint', 'yoga']",0,23499000
DELL,I7-10810,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,23500000
LENOVO,RYZEN 7-5800,RTX 3050,DDR4,8GB,512GB,IPS,165,[],0,23525000
ACER,I7-14700,RTX 4050,DDR5,,512GB,LED,165,[],1,23537000
ACER,I7-12700,-,DDR4,16GB,512GB,LED,60,[],1,23540000
HP,I7-13700,RTX 4060,DDR5,16GB,1024GB,IPS,120,[],1,23585000
DELL,I7-1185,-,DDR4,32GB,512GB,LED,60,['fingerprint'],1,23625000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,[],1,23629000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,23688000
HP,I7-1355,RTX 2050,DDR4,16GB,1024GB,LED,60,[],1,23690000
HP,I5-1235,-,DDR4,16GB,1024GB,LED,60,[],1,23700000
ASUS,I7-1255,-,DDR5,16GB,1024GB,LED,60,['fingerprint'],1,23729000
LENOVO,I5-1335,-,DDR5,32GB,512GB,IPS,60,['fingerprint'],0,23749900
HP,RYZEN 7-8845,RTX 4060,DDR5,16GB,512GB,IPS,60,[],1,23770000
LENOVO,I7-13700,RTX 4060,DDR5,8GB,512GB,IPS,165,[],1,23777000
HP,RYZEN 7-8840,RTX 4070,DDR4,16GB,1024GB,LED,60,[],1,23799000
HP,I7-8565,-,DDR4,8GB,512GB,LED,60,[],1,23800000
ACER,I9-13900,RTX 4060,DDR5,8GB,1024GB,LED,165,[],1,23835000
DELL,I7-7500,-,DDR4,8GB,,LED,60,[],1,23850000
ASUS,I9-13900,RTX 4050,DDR5,8GB,1024GB,OLED,120,['fingerprint'],1,23877000
DELL,I7-1365,-,DDR5,16GB,512GB,LED,60,['fingerprint'],1,23925000
HP,I7-13700,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,23935000
HP,I7-1355,-,DDR4,32GB,1024GB,IPS,60,[],1,23937000
HP,I7-13700,NVIDIA RTX4060,DDR5,16GB,1024GB,IPS,120,[],1,23945000
HP,I7-1165,-,DDR4,16GB,,IPS,60,[],1,23990000
ASUS,RYZEN 9-8945,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,23999000
MSI,I7-14650,RTX 5070,DDR5,8GB,512GB,LED,120,[],1,23999000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,23999000
ASUS,I7-155,-,DDR5,32GB,,OLED,120,[],1,23999000
ASUS,RYZEN 9-8945,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,23999000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,23999000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,23999000
MSI,I7-14650,RTX 5070,DDR5,8GB,512GB,LED,120,[],1,23999000
ASUS,RYZEN 7-6800,RTX 3060,DDR5,16GB,512GB,LED,60,[],1,24004000
LENOVO,I7-155,RTX 4050,DDR5,32GB,1024GB,OLED,120,"['fingerprint', 'yoga']",0,24037000
ASUS,I9-285,-,DDR5,32GB,1024GB,OLED,120,[],1,24049000
ACER,I7-14700,RTX 4050,DDR5,32GB,512GB,LED,165,[],1,24085890
ASUS,RYZEN 9-8945,RTX 4060,DDR5,16GB,1024GB,IPS,144,[],1,24099000
ASUS,I7-13650,RTX4050,DDR4,16GB,512GB,IPS,60,[],1,24100000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],0,24149900
HP,RYZEN 7-8845,GEFORCE RTX4070,DDR5,32GB,1024GB,IPS,165,[],1,24199000
LENOVO,RYZEN 7-5800,RTX 3060,DDR4,16GB,1024GB,IPS,165,[],1,24199000
ASUS,I7-13650,RTX 4050,DDR5,32GB,512GB,IPS,165,[],1,24239000
LENOVO,I7-1355,-,DDR5,16GB,512GB,IPS,60,[],1,24279000
LENOVO,,-,DDR5,32GB,1024GB,OLED,90,"['fingerprint', 'yoga']",0,24292000
LENOVO,I7-14650,RTX 4050,DDR5,16GB,512GB,IPS,165,[],1,24292000
ASUS,I7-14650,RTX 5060,DDR5,16GB,1024GB,IPS,165,[],1,24299000
LENOVO,I7-1165,-,DDR4,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",0,24300000
LENOVO,I9-14900,RTX 4060,DDR5,32GB,1024GB,IPS,240,[],1,24349000
ASUS,I7-13650,RTX 4070,DDR5,16GB,1024GB,IPS,165,[],1,24349000
HP,I7-1355,-,DDR5,32GB,1024GB,IPS,60,[],1,24350000
HP,I7-1355,-,DDR5,16GB,1024GB,IPS,60,[],1,24350000
HP,I7-1355,-,DDR4,32GB,512GB,IPS,60,[],1,24366000
DELL,I7-1265,-,DDR4,16GB,2048GB,LED,60,['fingerprint'],1,24395000
LENOVO,I9-14900,RTX 4060,DDR5,8GB,1024GB,IPS,60,[],1,24399000
LENOVO,I7-155,RTX 4050,DDR5,32GB,1024GB,OLED,120,['yoga'],0,24419000
ASUS,I7-13620,RTX 4070,DDR5,16GB,1024GB,IPS,144,[],1,24459000
DELL,I7-1185,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,24480000
HP,RYZEN 5-8640,GEFORCE RTX4060,DDR5,16GB,1024GB,IPS,60,[],1,24490000
ASUS,I7-13650,GEFORCE RTX4070,DDR5,16GB,1024GB,IPS,165,[],1,24499000
ASUS,RYZEN 7-6800,RTX 3060,DDR5,32GB,512GB,IPS,165,[],1,24499000
LENOVO,I9-14900,RTX 4060,DDR5,8GB,1024GB,IPS,165,[],1,24499000
ASUS,I7-13650,RTX 4070,DDR5,8GB,1024GB,IPS,165,[],1,24499000
LENOVO,I9-14900,RTX 4060,DDR5,32GB,1024GB,IPS,165,[],1,24499000
ASUS,I9-13980,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,24499000
LENOVO,I7-13650,RTX 4060,DDR5,24GB,512GB,IPS,60,[],1,24556000
MSI,I7-155,RTX 4050,DDR5,32GB,1024GB,IPS,120,['fingerprint'],1,24589000
LENOVO,I9-14900,RTX 4060,DDR5,8GB,1024GB,IPS,60,[],1,24599000
ASUS,I7-13650,RTX 4050,DDR5,16GB,512GB,IPS,165,[],1,24649000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,24669000
ACER,I5-12500,-,DDR4,16GB,512GB,OLED,60,[],1,24679000
ASUS,RYZEN 9-8945,RTX 4070,DDR5,16GB,1024GB,IPS,144,[],1,24689000
LENOVO,I7-13700,RTX 4060,DDR5,32GB,512GB,IPS,165,[],1,24690000
LENOVO,RYZEN 7-7840,GEFORCE RTX4060,DDR5,16GB,512GB,LED,60,[],1,24703650
ACER,I9-14900,RTX 4060,DDR5,16GB,1024GB,LED,165,[],1,24719000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",0,24727000
LENOVO,RYZEN 9-6900,RTX 3050,DDR5,32GB,1024GB,IPS,120,[],0,24738000
DELL,I7-8665,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,24789000
ASUS,RYZEN 9-8945,RTX 4070,DDR5,16GB,1024GB,IPS,144,[],1,24799000
ACER,I7-13620,RTX 4050,DDR5,16GB,512GB,IPS,144,[],1,24800000
ASUS,RYZEN 7-5800,RTX 3060,DDR4,16GB,512GB,LED,144,[],1,24820000
HP,I5-125,-,DDR4,16GB,512GB,LED,60,[],1,24840000
ASUS,I7-13650,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,24845000
ACER,I9-12900,RTX 3060,DDR5,16GB,512GB,LED,60,[],1,24859000
HP,I7-14650,RTX 4070,DDR5,16GB,,LED,165,[],1,24889000
ASUS,I7-13650,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,24899000
ASUS,I7-13650,RTX 4050,DDR5,8GB,512GB,IPS,165,[],1,24899000
HP,I7-14650,RTX 4070,DDR5,16GB,1024GB,IPS,144,[],1,24960000
DELL,I7-1265,-,DDR4,16GB,512GB,LED,60,[],1,24990000
MSI,I7-14700,RTX 4060,DDR5,16GB,1024GB,IPS,120,[],1,24990000
ASUS,I7-4070,RTX 4070,DDR4,16GB,1024GB,IPS,165,[],1,24999000
LENOVO,I7-155,RTX 4050,DDR5,32GB,1024GB,OLED,120,['yoga'],0,24999000
ASUS,RYZEN 9-7845,RTX4060,DDR5,32GB,,IPS,240,[],1,25000000
